"V1","V2","V3","V4","V5","V6"
0,0.000986814498901367,0,0.000998020172119141,0.00100302696228027,0
0.000991106033325195,0.000993013381958008,0.00100183486938477,0.000971078872680664,0.00099492073059082,0.0010221004486084
0.00199794769287109,0.000998020172119141,0.00199294090270996,0.00199794769287109,0.000970125198364258,0.00199294090270996
0.00202202796936035,0.00299191474914551,0.00299811363220215,0.00397992134094238,0.00399303436279297,0.00299310684204102
0.00401592254638672,0.0049591064453125,0.00401997566223145,0.00598788261413574,0.00897502899169922,0.00997400283813477
